keyword,count
ingeniería de tejidos,1
protein purification,6
purificación de proteínas,0
bioinorganic chemistry,0
química bioinorgánica,0
chemical engineering,221
ingeniería química,163
polymerase chain reaction,0
reacción en cadena de la polimerasa,0
immunoscreening,0
inmunodetección,0
cancer immunotherapy,0
inmunoterapia contra el cáncer,0
business innovation,655
innovación empresarial,1
polymerase chain reaction (pcr),0
reacción en cadena de la polimerasa (pcr),0
biogas installations,0
instalaciones de biogás,0
biomass installations,0
instalaciones de biomasa,0
biomedical instrumentation,0
instrumentación biomédica,2
analytical chemistry instrumentation,1
instrumentación de química analítica,1
sustainable intensification,0
intensificación sostenible,0
reverse transcription polymerase chain reaction,0
reacción en cadena de la polimerasa con transcripción inversa,0
real-time polymerase chain reaction (qpcr),0
reacción en cadena de la polimerasa en tiempo real (qpcr),0
microbial interactions,0
interacciones microbianas,0
strategic sustainable investing,1
inversión estratégica sostenible,3
rural investment,2
inversión rural,4
investigation,430
investigación,755
laboratory investigation,15
investigación de laboratorio,32
rural research,187
investigación rural,3
research and development,464
investigación y desarrollo,234
biochemical reactors,0
reactores bioquímicos,0
operations management,1
jefe de operaciones,180
dna sequencing,0
secuenciación del adn,0
genome sequencing,1
secuenciación del genoma,0
food production,16
la producción de alimentos,829
crop production,128
la producción de cultivos,65
crop rotation,0
la rotación de cultivos,0
medical laboratory,2
laboratorio médico,25
sonoporation,0
sonoporación,0
sustainable tillage,0
labranza sostenible,0
subcloning,0
subclonación,0
basic molecular biology techniques,0
técnicas básicas de biología molecular,0
biotechnological techniques,0
técnicas biotecnológicas,0
molecular biological techniques,0
técnicas de biología molecular,1
laboratory-based techniques,0
técnicas de laboratorio,69
in vitro techniques,1
técnicas in vitro,0
fermentation technology,0
tecnología de fermentación,0
assisted reproductive technology,0
tecnología de reproducción asistida,0
post harvest technology,0
tecnología poscosecha,0
rna therapeutics,0
terapéutica de arn,0
bacterial therapy,0
terapia bacteriana,0
nucleic acid thermodynamics,0
termodinámica del ácido nucleico.,0
transcriptomics,4
transcriptómica,0
single-cell transcriptomics,0
transcriptómica unicelular,0
transfection,0
transfección,0
transfer dna,6
transferir adn,0
transposon,0
transposón,0
biocatalytic processes,0
usando procesos biocatalíticos,0
expression vector,0
vector de expresión,0
coal slurry,0
lodo de carbón,0
farming methods,0
los métodos de cultivo,2
macroeconomics,9
macroeconómica,3
xenobiology,0
xenobiología,0
crop management,8
manejo de cultivos,32
handling biochemical wastes,0
manejo de desechos bioquímicos,0
health management,225
manejo de la salud,250
sustainable forest management,1
manejo forestal sostenible,2
livestock management,2
manejo ganadero,1
integrated disease management,0
manejo integrado de enfermedades,1
integrated pest management,12
manejo integrado de plagas,14
equipment maintenance,737
mantenimiento de equipo,1
aquaculture pond maintaining,0
mantenimiento de estanques de acuicultura,0
biogas plant maintaining,0
mantenimiento de plantas de biogás.,0
sequencing,14
secuenciación,0
hachimoji dna,0
adn de hachimoji,0
dna ligase,0
adn ligasa,0
bioinstructive material,0
material bioinstructivo,0
recombinase polymerase amplification,0
amplificación de la recombinasa polimerasa,0
helicase-dependent amplification,0
amplificación dependiente de helicasa,0
ribosomal intergenic spacer analysis,0
análisis del espaciador intergénico ribosómico.,0
matlab,1
analyse cell cultures,0
analizar cultivos celulares.,0
photo-reactive amino acid analog,0
análogo de aminoácido fotorreactivo,0
starch production mechanisms,0
mecanismos de producción de almidón.,0
specialty drugs,0
medicamentos especializados,14
precision medicine,0
medicina de precisión,15
personalized medicine,6
medicina personalizada,2
living medicine,2
medicina viva,12
sustainability measurement,9
medición de la sostenibilidad,12
forestry measurements,0
mediciones forestales,0
long non-coding rna,0
arn largo no codificante,0
biogas meter,0
medidor de biogás,0
operating biogas meter,0
medidor de biogás en funcionamiento,0
sustainable livelihood,2
medios de vida sostenibles,49
tumor-homing bacteria,0
bacterias que se dirigen a los tumores,0
optimization,944
mejoramiento,468
dna-encoded chemical library,0
biblioteca química codificada por adn,0
biochip,0
moss bioreactor,0
biorreactor de musgo,0
energy market,3
mercado energético,19
sustainable markets,77
mercados sostenibles,21
fluorescent glucose biosensor,0
biosensor de glucosa fluorescente,0
chem-seq,0
metagenics,0
metagénica,0
chip sequencing,0
chip-seq,0
sustainable development goals,20
metas de desarrollo sostenible,73
plant harvest methods,0
métodos de cosecha de plantas.,0
ta cloning,0
clonación ta,0
microbiological methods,0
métodos microbiológicos,8
sustainable metrics,1
métricas sostenibles,7
environmental mycology,0
micología ambiental,0
synchronous coefficient of drag alteration,0
coeficiente sincrónico de alteración de arrastre.,0
microalgae,0
microalgas,1
dna condensation,0
condensación de adn,0
microbiology,332
microbiología,105
aquatic microbiology,0
microbiología acuática,0
agricultural microbiology,0
microbiología agrícola,3
environmental microbiology,2
microbiología ambiental,7
applied microbiology,0
microbiología aplicada,0
clinical microbiology,36
microbiología clínica,4
soil microbiology,0
microbiología del suelo,0
fed-batch culture,0
cultura por lotes alimentados,0
high resolution melt,0
derretimiento de alta resolución,0
microphysiometry,0
microfisiometría,0
develop biocatalytic processes,0
desarrollar procesos biocatalíticos.,0
primer dimer,0
dímero de imprimación,0
drip-seq,0
micronutrition,0
micronutrición,0
gene knock-in,0
efecto genético,0
pathogenic microorganisms,0
microorganismos patógenos,2
microbead,0
microperlas,0
gene electrotransfer,0
electrotransferencia genética,0
homing endonuclease,0
endonucleasa dirigida,0
cell culture assay,0
ensayo de cultivo celular,2
micro-sustainability,7
microsostenibilidad,0
data mining and knowledge discovery,3
minería de datos y descubrimiento de conocimientos,0
selection and amplification binding assay,0
ensayo de unión de selección y amplificación.,0
climate change mitigation,9
mitigación del cambio climático,7
high-performance integrated virtual environment,0
entorno virtual integrado de alto rendimiento,0
bioprocess modelling,0
modelado de bioprocesos,0
system modeling,64
modelado de sistemas,52
economic modeling,7
modelado económico,3
modeling and simulation,11
modelado y simulación,5
inclusive business model,163
modelo de negocio inclusivo,11
biodiversity monitoring,16
monitoreo de la biodiversidad,4
monitoring of environmental parameters,0
monitoreo de parámetros ambientales.,1
morpholino,0
morfolino,0
fish samples for diagnosis,0
muestras de peces para diagnostico,0
gene delivery,0
entrega de genes,0
rare-cutter enzyme,0
enzima cortadora rara,0
nicking enzyme,0
enzima melladora,0
biochemical analysis equipment,0
equipo de análisis bioquímico,0
substantial equivalence,0
equivalencia sustancial,0
streptamer,0
estreptámero,0
feasibility study on biomass system,0
estudio de viabilidad del sistema de biomasa,0
strep-tag,0
etiqueta estreptocócica,0
out of autoclave composite manufacturing,0
fabricación de composites fuera de autoclave,0
fermentation at production scale,0
sustainable business,147
negocio sustentable,44
nitrogen fertilisers,0
fertilizantes nitrogenados,0
photobiotin,0
fotobiotina,0
color genomics,0
genómica del color,0
snp genotyping,0
genotipado de snp,0
nutrition,181
nutrición,152
aquaculture nutrition,0
nutrición acuícola,0
animal nutrition,47
nutrición animal,5
nutrition of plant soil,1
nutrición del suelo vegetal,0
plant nutrition,17
nutrición vegetal,20
soil nutrient,0
nutriente del suelo,0
nutrigenomics,0
nutrigenómica,0
sustainable development goal,10
objetivo de desarrollo sostenible,50
rabbit hybridoma,0
hibridoma de conejo,0
oncogenomics,0
oncogenómica,0
genetically encoded voltage indicator,0
indicador de voltaje codificado genéticamente.,0
farming operations,5
operaciones agrícolas,6
production operations,61
operaciones de producción,305
health operations,394
operaciones de salud,277
safety operations,65
operaciones de seguridad,516
operate in different climatic situations,0
operar en diferentes situaciones climáticas.,0
operate biogas plant,0
operar planta de biogás.,0
bioprocess optimization,0
optimización de bioprocesos,0
process optimization,182
optimización de procesos,226
design optimization,628
optimización del diseño,144
optoelectrowetting,0
optoelectrohumectación,0
tnf inhibitor,0
inhibidor del tnf,0
protein–dna interaction,0
interacción proteína-adn,0
protein–protein interaction,1
interacción proteína-proteína,0
natural heritage,4
patrimonio natural,0
isoschizomer,0
isosquizómero,0
gene knockout,0
knockout genético,0
molecularlab,0
laboratorio molecular,0
split-intein circular ligation of peptides and proteins,0
ligadura circular dividida entre péptidos y proteínas.,0
smart ligand,0
ligando inteligente,0
list of homing endonuclease cutting sites,0
lista de sitios de corte de endonucleasas localizadas,0
permaculture,1
permacultura,0
fisheries,1
pesca,5
aquaculture fisheries,1
pesca acuícola,0
pharming (genetics),0
pharming (genética),0
stable isotope labeling by amino acids in cell culture,0
marcado de isótopos estables por aminoácidos en cultivos celulares.,0
molecular-weight size marker,0
marcador de tamaño de peso molecular,0
plant protection,6
plan de proteccion,156
forest management plans,2
planes de manejo forestal,2
biogas plant,0
planta de biogás,0
plants,1
plantas,886
tree population,0
población de árboles,0
energy poverty,1
pobreza energética,0
polycultures,0
policultivos,0
lipid bilayer mechanics,0
mecánica de la bicapa lipídica.,0
fermentation mechanisms of food,0
mecanismos de fermentación de los alimentos.,0
fermentation measures of food,0
medidas de fermentación de los alimentos.,0
environmental policy,50
política de medio ambiente,15
agricultural policies,8
políticas agrícolas,7
sustainable management policies,17
políticas de gestión sostenible,40
meganuclease,0
meganucleasa,0
sample preparation,118
preparación de la muestra,6
methods of microalgae production,0
métodos de producción de microalgas.,0
pollution prevention,4
prevención de la contaminación,2
economic forecasts,12
previsiones económicas,1
substitution principle,0
principio de sustitución,0
cellular microarray,0
microarray celular,0
sustainable agricultural production principles,0
principios de producción agrícola sostenible,0
minigene,0
minigen,0
knockout moss,0
musgo knockout,0
mutanome,0
polyphosphate-accumulating organisms,0
organismos acumuladores de polifosfatos,0
food processing,197
procesamiento de alimentos,67
biomass processing,0
procesamiento de biomasa,0
biomedical signal processing,0
procesamiento de señales biomédicas,0
folate targeting,0
orientación al folato,0
crispr-display,0
pantalla crispr,0
rnase h-dependent pcr,0
pcr dependiente de arnasa h,0
process development,1
proceso de desarrollo,1
cold-pcr,0
pcr en frío,0
molecular glue,0
pegamento molecular,0
pegylation,0
pegilación,0
dna clamp,0
pinza de adn,0
pyrosequencing,0
pirosecuenciación,0
waste management processes,0
procesos de gestión de residuos,21
food production processes,15
procesos de producción de alimentos,232
starch production processes,0
procesos de producción de almidón.,0
sustainable agricultural production,3
producción agrícola sostenible,4
animal production,125
producción animal,25
biological hydrogen production,0
producción biológica de hidrógeno.,0
biofuel production,0
producción de biocombustibles,1
bioethanol production,0
producción de bioetanol,0
biohydrogen production,0
producción de biohidrógeno,0
biogas energy production,0
producción de energía de biogás,0
production of ethanol,0
producción de etanol,0
microalgae production,0
producción de microalgas,0
single-nucleotide polymorphism,0
polimorfismo de nucleótido simple,0
livestock productivity,0
productividad ganadera,0
green gross domestic product,0
producto interno bruto verde,0
yeast fermentation principles,0
principios de fermentación de la levadura.,0
coal combustion products,0
productos de combustión de carbón,0
fermentation procedures of food,0
procedimientos de fermentación de los alimentos.,0
plant propagation,0
propagación de plantas,0
intellectual property,208
propiedad intelectual,13
crop protection,13
protección de cultivos,5
biodiversity protecting,3
protección de la biodiversidad,1
wine fermentation process,0
proceso de fermentación del vino.,0
fermentation processes of food,1
procesos de fermentación de los alimentos.,1
proteins,0
proteínas,12
tac-promoter,1
promotor táctico,0
proteolysis targeting chimera,0
proteólisis dirigida a quimera,0
rapid antigen test,0
prueba rápida de antígenos,0
visible embryo project,0
proyecto de embrión visible,0
laboratory testing,76
prueba de laboratorio,8
genetic testing,10
prueba genética,6
lung-on-a-chip,0
pulmón en un chip,0
carry out cell culture analysis,0
realizar análisis de cultivos celulares.,0
diagnostic testing,1
pruebas de diagnóstico,42
perform a feasibility study on biomass systems,0
realizar un estudio de viabilidad sobre sistemas de biomasa,0
site-specific recombination,0
recombinación específica del sitio,0
single cell sequencing,0
secuenciación de células individuales,0
abi solid sequencing,0
secuenciación de sólidos abi,0
third-generation sequencing,0
secuenciación de tercera generación,0
chemistry,602
química,525
applied chemistry,0
quimica aplicada,16
whole genome sequencing,0
natural product chemistry,3
química de productos naturales,1
protein chemistry,0
química de proteínas,0
natural chemistry,0
quimica natural,7
secuenciación del genoma de especies en peligro de extinción.,0
solid phase sequencing,0
secuenciación en fase sólida,0
single molecule fluorescent sequencing,0
secuenciación fluorescente de una sola molécula.,0
ion semiconductor sequencing,0
secuenciación ion torrent,0
dna separation by silica adsorption,0
separación de adn por adsorción de sílice.,0
dna‐templated organic synthesis,0
síntesis orgánica con plantilla de adn,0
vacuum dewatering system,0
sistema de deshidratación al vacío,0
land recycling,0
reciclaje de tierras,0
crop gathering,0
recolección de cultivos,1
artificially expanded genetic information system,0
sistema de información genética ampliado artificialmente,0
waste resources,24
recursos desperdiciados,0
reduce environmental impact on the surrounding area,0
reducir el impacto ambiental en el entorno,1
waste regulation,2
regulación de residuos,1
environmental remediation,1
remediación ambiental,1
crop yields,1
rendimientos de los cultivos,2
biogas plant repairing,0
reparación de plantas de biogás.,0
reforestation,2
repoblación forestal,0
animal reproduction,0
reproducción animal,0
biodegradable waste,0
residuos biodegradables,0
biochemical waste,0
residuos bioquímicos,0
animal feeds waste,0
residuos de alimentos para animales,2
waste from fish harvesting,0
residuos de la pesca,0
metabolic waste,0
residuos metabólicos,0
systemic change resistance,0
resistencia al cambio sistémico,0
corporate social responsibility,78
responsabilidad social corporativa,19
soil irrigation,10
riego del suelo,0
spray drying,0
secado por aspersión,0
smile-seq,0
sonrisa-seq,0
subtelomere,0
subtelómero,0
suppression subtractive hybridization,0
supresión de hibridación sustractiva.,0
bioremediation techniques,0
técnicas de biorremediación,0
techniques of microalgae production,0
técnicas de producción de microalgas.,0
tk cell therapy,0
terapia con células tk,0
gene therapy,2
terapia de genes,0
spatial transcriptomics,0
transcriptómica espacial,0
magnet-assisted transfection,0
transfección asistida por imán,0
transfer dna binary system,0
transferir sistema binario de adn.,0
carbon sequestration,1
secuestro de carbón,0
fisheries monitoring,0
seguimiento de la pesca,0
food security,130
seguridad alimentaria,174
dna field-effect transistor,0
transistor de efecto de campo de adn,0
sawdust,0
serrín,0
agricultural services,2
servicios agrícolas,1
ecosystem services,55
servicios de ecosistema,62
forestry,9
silvicultura,0
bioprocess simulation,0
simulación de bioprocesos,0
process simulation,63
simulación de procesos,10
matlab simulation,8
simulaciónmatlab,0
organic synthesis,24
síntesis orgánica,0
vectors in gene therapy,0
vectores en terapia génica,0
agri-food system,0
sistema agroalimentario,4
agroforestry system,0
sistema agroforestal,0
biogas system,0
sistema de biogás,0
biomass system,0
sistema de biomasa,1
next generation sequencing,2
secuenciación de próxima generación,0
allo-715,0
alo-715,0
food systems,258
sistemas alimentarios,3
aquaculture systems,2
sistemas de acuicultura,0
food-energy systems,2
sistemas de energía alimentaria,0
renewable energy systems,2
sistemas de energía renovable,15
solar power systems,0
sistemas de energía solar,18
delivery systems,709
sistemas de entrega,304
natural gas systems,0
sistemas de gas natural,15
production systems,133
sistemas de producción,183
dynamic systems,0
sistemas dinámicos,0
plant systematics,0
sistemática vegetal,0
nature based solutions,123
soluciones basadas en la naturaleza,3
climate solutions,8
soluciones climáticas,3
sustain bio-diversity,0
sostener la biodiversidad,0
sustainability,618
sostenibilidad,215
computational sustainability,0
sostenibilidad computacional,0
environmental sustainability,64
sostenibilidad del medio ambiente,21
urban sustainability,6
sostenibilidad urbana,2
biocyc database collection,0
colección de bases de datos biocyc,0
function-spacer-lipid kode construct,0
construcción kode función-espaciador-lípido,0
soil,42
suelo,11
ecori,0
plant taxonomy,0
taxonomía vegetal,0
eftilagimod alpha,0
eftilagimod alfa,0
flap endonuclease,0
endonucleasa de colgajo,0
exposome,0
exposoma,0
decontamination techniques,0
técnicas de descontaminación,0
waste disposal techniques,0
técnicas de eliminación de residuos,0
climate tech,1
tecnología climática,1
bioprocess technology,0
tecnología de bioprocesos,0
biomass fuel technology,0
tecnología de combustible de biomasa,0
list of restriction enzyme cutting sites,0
lista de sitios de corte de enzimas de restricción,0
food technology,334
tecnología de los alimentos,48
microalgae technology,0
tecnología de microalgas,0
green chemistry technology,0
tecnología de química verde,0
list of restriction enzyme cutting sites: a,0
lista de sitios de corte de enzimas de restricción: a,0
biofuel energy technology,0
tecnología energética de biocombustibles,0
technology for renewable energy,16
tecnología para energías renovables,6
list of restriction enzyme cutting sites: ba–bc,0
lista de sitios de corte de enzimas de restricción: ba – bc,0
green technology,4
tecnología verde,1
renewable energy technologies,0
tecnologías de energías renovables,10
hydrogen technologies,2
tecnologías de hidrógeno,0
list of restriction enzyme cutting sites: bd–bp,0
lista de sitios de corte de enzimas de restricción: bd-bp,0
antisense therapy,0
terapia antisentido,0
list of restriction enzyme cutting sites: bsa–bso,0
lista de sitios de corte de enzimas de restricción: bsa – bso,0
cell therapy,4
terapia celular,0
gene therapies,2
terapias genéticas,0
nb.bbvci,0
neoepitope,0
neoepítopo,0
nlaiii,0
zinc finger nuclease,0
nucleasa de dedos de zinc,0
biological wastewater treatment,0
tratamiento biológico de aguas residuales,1
wastewater treatment,22
tratamiento de aguas residuales,24
municipal wastewater treatment,1
tratamiento de aguas residuales municipales,0
water and wastewater treatment,8
tratamiento de aguas y aguas residuales,23
waste treatment,5
tratamiento de desechos,0
product traceability,3
trazabilidad del producto,48
aminoallyl nucleotide,0
nucleótido aminoalilo,0
sustainable energy use,10
uso sostenible de la energía,9
sustainable land use,3
uso sostenible de la tierra,2
co-products valorization,0
valorización de coproductos,0
by-products valorization,0
valorización de subproductos,0
lysozyme pegylation,0
pegilación de lisozima,0
fermentation processes of beverages,0
procesos de fermentación de bebidas.,0
pubgene,0
virotherapy,0
viroterapia,0
oncolytic herpes virus,0
virus del herpes oncolítico,0
plant virus,0
virus vegetal,0
vitamins,14
vitaminas,4
pvsripo,0
bioresources,0
biorrecursos,0
sustainable resource management,34
gestión sostenible de recursos,37
green chemistry,0
química verde,0
biogenic resources,0
recursos biogénicos,0
biocultural asset,0
activo biocultural,0
bioregion,0
bird biodiversity,0
biodiversidad de aves,0
bird tourism,0
aviturismo,0
bird watching,1
observación de aves,1
blue destiny,0
destino azul,1
blue infrastructure,7
infraestructura azul,0
community ecosystem monitoring network,6
red de monitoreo comunitario de ecosistemas,0
community tourism,30
turismo comunitario,2
conscious travel,1
viaje consciente,2
ecological values,1
valores ecológicos,0
ecotourism,1
ecoturismo,0
ecotourism services value chain,0
cadena de valor de servicios ecoturísticos,0
environmental awareness,543
sensibilización ambiental,3
environmental compensation,36
compensación ambiental,16
environmental conservation,53
conservacion medioambiental,0
environmental footprint,2
huella ambiental,9
impacto ambiental,51
environmental liability management,0
gestión de pasivos ambientales,0
environmental performance of tourism,0
desempeño ambiental del turismo,0
environmental responsibility,55
responsabilidad ambiental,38
environmental values,46
valores ambientales,11
governance for sustainable tourism,0
gobernanza para el turismo sostenible,1
green infrastructure,2
infraestructura verde,2
green tourism industry,0
industria turística verde,0
herpet observation,0
observación de herpetos,0
innovative destination,7
destino innovador,1
innovative tourism offer,2
oferta innovadora de turismo,0
innovative tourism products,0
Productos turísticos innovadores,0
intangible cultural heritage,0
patrimonio cultural inmaterial,0
loading capacity,4
capacidad de carga,171
local communities,347
comunidades locales,45
low carbon tourism offer,0
oferta turística baja en carbono,0
mitigation of the environmental footprint of tourism,0
mitigación de la huella ambiental del turismo,0
national heritage,0
patrimonio nacional,0
natural capital,0
capital natural,0
natural goods,6
bienes naturales,6
natural parks,0
parques naturales,1
natural reserve,0
reserva natural,0
natural tourist attraction,0
atractivo turistico natural,0
natural wealth,8
riqueza natural,3
nature scientific tourism,1
turismo científico de naturaleza,0
nature tourism,2
turismo de naturaleza,9
nature-focused tourism experiences,0
experiencias turísticas centradas en la naturaleza,0
plastic-free tourist destination,0
destino turístico libre de plásticos,0
protected natural area,7
área natural protegida,0
provision of ecosystem services,1
provisión de servicios ecosistémicos,0
regenerative tourism,1
turismo regenerativo,5
regional tourist narrative,0
narrativa turística regional,0
resilient tourist destination,0
destino turistico resiliente,0
responsible resource management,140
gestión responsable de los recursos,1
risk management for sustainable tourism,0
gestión del riesgo para el turismo sostenible,0
routes supported by natural capital,0
rutas sustentadas en capital natural,0
scientific nature tourism,1
turismo cientifico de naturaleza,0
human hgf plasmid dna therapy,0
terapia de adn con plásmido hgf humano,0
sewage treatment,0
smart sustainable tourism,0
turismo sostenible inteligente,0
smart tourist destination,0
destino turistico inteligente,0
social inclusion,102
inclusión social,366
sociocultural integrity,0
a integridad sociocultural,0
solid waste management,0
manejo de residuos sólidos,19
specialized nature tourism,0
turismo de naturaleza especializado,0
strategic ecosystems,25
ecosistemas estratégicos,6
sustainability of attractions,0
sostenibilidad de atractivos,1
sustainability of the tourism value chain,0
sostenibilidad de la cadena de valor del turismo,2
sustainability of tourist destination,0
sostenibilidad de destino turístico,2
sustainable consumption,9
consumo sostenible,20
sustainable infrastructure,9
infraestructura sostenible,42
sustainable practices,163
prácticas sostenibles,54
sustainable specialized tourism product,0
producto turístico especializado sustentable,0
turismo sostenible,3
sustainable tourism business,1
negocio turístico sostenible,1
sustainable tourism indicators,0
indicadores de turismo sostenible,0
sustainable tourism investment,0
inversión turística sostenible,0
sustainable tourism management,0
gestión del turismo sostenible,1
sustainable tourism offer,0
oferta turística sostenible,1
sustainable tourism production,0
producción sostenible del turismo,0
sustainable tourism products,0
Productos turísticos sostenibles,1
sustainable tourism project,0
proyecto turístico sostenible,1
sustainable tourism quality,0
calidad turística sostenible,0
sustainable tourist destinations,0
destinos turísticos sostenibles,1
sustainable travel culture,24
cultura de viaje sostenible,0
tourism co-responsibility,0
corresponsabilidad turística,0
tourism development,1
desarrollo turístico,29
tourism in protected areas,0
turismo en áreas protegidas,0
tourism intelligence platform,0
plataforma de inteligencia turística,0
tourism management,8
gestión turística,14
tourism sustainability,3
sostenibilidad del turismo,4
tourism-biodiversity relationship,0
relación turismo-biodiversidad,0
tourist behavior,0
comportamiento turístico,1
tourist geoportal,0
geoportal turístico,0
tourist power,0
potencia turística,0
touristic infrastructure,0
infraestructura turística,0
unique natural resources,3
recursos naturales únicos,0
value added,113
valor agregado,194
virtual tour,1
recorrido virtual,2
water footprint,0
huella hídrica,1
gestión del agua,29
wildlife,2
fauna silvestre,2
virocap,0
scientific nature tourism strategy,1
estrategia de turismo cientifico de naturaleza,0
tourism development plan,35
plan de desarrollo turístico,2
regenerative agri-food systems,0
sistemas agroalimentarios regenerativos,0
socio-ecological system,0
sistema socio-ecológico,0
regenerative agriculture,6
agricultura regenerativa,1
fixation of nitrogen,0
fijación de nitrógeno,0
soil health,2
salud del suelo,0
biological fertilization,0
fertilización biológica,0
agricultural system,12
sistema agrícola,12
organic material,3
materia orgánica,1
bioeconomic,0
bioeconómico,0
nutrient cycle,0
ciclo de nutrientes,0
